Name,Age,Gender,Major,Living_Area,Parent_Education,Scholarship_Status,Part_Time_Job,Extracurricular_Activities,Internet_Access,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Attendance_Rate,Stress_Level,Exam_Proximity,Math_Score,Science_Score,Language_Score,History_Score,Average_Score,Grade
Robert White,25,Male,STEM,Urban,High School,No,Yes,No,Yes,2.11,5.65,47.6,4.4,No,53,55,46,47,50,D
Richard Lewis,19,Male,STEM,Suburban,PhD,No,No,Yes,Yes,5.31,7.1,46.1,1.5,No,95,90,69,70,81,B
Sandra Thomas,21,Female,Humanities,Urban,Bachelor,No,Yes,No,Yes,3.81,5.98,76.3,4.4,No,64,57,69,81,68,C
Daniel Miller,23,Male,Business,Urban,Bachelor,No,No,No,Yes,5.79,7.18,62.7,3.5,No,74,76,85,66,75,B
Daniel Wright,21,Male,STEM,Rural,High School,No,No,Yes,Yes,3.52,5.97,67.8,4.5,No,66,70,56,61,63,C
Lisa Brown,23,Female,Arts,Suburban,Bachelor,Yes,No,Yes,Yes,5.97,7.03,81.3,2.0,No,75,82,100,96,88,A
Betty Moore,24,Female,Business,Urban,High School,No,No,Yes,Yes,3.94,7.9,81.6,5.4,Yes,78,57,78,79,73,B
Richard Davis,20,Male,STEM,Urban,High School,No,Yes,No,Yes,2.94,6.94,89.8,6.2,No,54,76,62,56,62,C
Mark Garcia,24,Male,Humanities,Urban,Bachelor,No,No,Yes,Yes,3.17,6.53,78.9,3.6,No,71,77,83,76,77,B
Susan Hill,24,Female,Humanities,Urban,High School,No,No,No,Yes,9.01,7.24,80.4,5.8,Yes,67,73,91,83,79,B
Mary Brown,20,Female,Arts,Urban,Bachelor,No,Yes,No,Yes,6.61,7.84,81.9,7.1,Yes,64,86,88,85,81,B
Nancy Thomas,21,Female,Humanities,Urban,High School,No,No,No,Yes,2.79,5.67,87.9,3.0,No,51,55,71,64,60,C
Elizabeth Torres,25,Female,Arts,Suburban,Bachelor,Yes,No,Yes,Yes,3.41,7.31,66.0,2.8,No,77,80,81,92,83,B
Richard Jones,21,Male,Humanities,Suburban,High School,No,Yes,Yes,Yes,3.46,8.58,79.5,6.5,Yes,62,78,74,77,73,B
Emily Wilson,23,Female,Business,Suburban,High School,No,No,Yes,Yes,5.5,7.69,63.9,2.6,No,88,80,83,71,81,B
Donna Wilson,19,Female,Business,Suburban,High School,No,No,No,Yes,2.21,7.07,91.6,4.0,No,74,59,71,57,65,C
Joseph Perez,23,Male,STEM,Urban,Master,Yes,No,No,Yes,3.48,7.77,89.6,3.1,No,77,88,84,80,82,B
Elizabeth Hill,19,Female,Humanities,Rural,Master,No,No,No,Yes,2.0,7.54,80.8,1.0,No,66,77,76,67,72,B
Mary Moore,24,Female,Arts,Rural,High School,No,Yes,No,No,4.04,7.9,64.9,5.6,Yes,42,51,73,62,57,C
William Rodriguez,20,Male,STEM,Rural,Master,No,No,No,Yes,3.36,4.57,63.3,2.3,No,66,73,48,56,61,C
Paul Taylor,24,Male,STEM,Rural,Bachelor,No,No,Yes,Yes,2.8,5.14,55.7,4.1,No,67,59,64,52,61,C
David Davis,18,Male,Business,Rural,PhD,No,No,No,Yes,7.18,8.21,80.9,4.7,Yes,84,91,89,84,87,A
James Rodriguez,21,Male,Arts,Suburban,Bachelor,No,No,No,Yes,6.29,5.19,78.6,6.1,Yes,66,57,80,67,68,C
Mary Thompson,19,Female,Business,Urban,Bachelor,No,Yes,No,Yes,6.76,7.48,62.5,3.1,No,77,71,77,78,76,B
Jessica Nguyen,23,Female,Humanities,Suburban,High School,No,No,No,Yes,10.27,6.58,51.7,2.8,No,73,69,89,83,79,B
Christopher Johnson,20,Male,STEM,Suburban,Bachelor,No,No,No,Yes,14.72,5.8,89.1,2.4,No,96,99,89,86,93,A
Barbara Taylor,19,Female,Business,Suburban,PhD,No,No,Yes,Yes,4.72,7.42,89.0,1.7,No,88,87,89,78,86,A
Patricia Rodriguez,23,Female,STEM,Suburban,Bachelor,No,Yes,Yes,Yes,1.53,7.24,79.8,6.1,Yes,62,77,62,61,66,C
Margaret King,21,Female,Humanities,Urban,High School,No,Yes,Yes,Yes,3.62,9.53,99.0,3.5,No,71,62,68,77,70,B
Linda Jones,24,Female,Humanities,Urban,High School,No,No,No,No,1.76,6.25,74.3,5.1,No,53,50,69,46,55,C
Ashley Lewis,21,Female,Arts,Rural,Bachelor,No,No,No,Yes,3.59,8.73,68.3,3.7,No,66,67,76,51,65,C
Lisa Allen,22,Female,Business,Suburban,Bachelor,No,No,No,Yes,4.45,7.42,93.7,3.2,No,89,67,78,73,77,B
Donna Miller,18,Female,STEM,Suburban,Bachelor,No,Yes,Yes,Yes,3.06,6.21,82.9,4.4,No,79,81,72,70,76,B
Sandra Allen,22,Female,Arts,Urban,PhD,Yes,No,Yes,No,7.11,7.96,73.9,2.9,No,78,83,89,88,85,A
Joseph Flores,20,Male,Humanities,Urban,High School,No,Yes,No,Yes,2.03,7.68,77.5,6.7,Yes,62,61,71,63,64,C
Robert King,19,Male,Arts,Rural,High School,No,No,No,Yes,1.93,7.04,51.3,2.7,No,58,49,72,62,60,C
Charles Robinson,20,Male,Arts,Suburban,Master,No,Yes,No,Yes,2.29,7.32,80.4,5.4,Yes,70,54,85,69,70,B
James Brown,24,Male,Arts,Suburban,High School,No,No,Yes,Yes,1.07,6.28,81.1,3.8,No,52,58,63,64,59,C
Ashley Sanchez,23,Female,Humanities,Suburban,High School,No,No,Yes,Yes,2.97,6.01,86.1,3.0,No,60,60,79,70,67,C
Margaret Miller,21,Female,STEM,Suburban,Bachelor,No,No,No,Yes,1.73,7.91,82.4,3.1,No,68,65,61,70,66,C
Donald Lewis,22,Male,STEM,Urban,Master,No,No,No,Yes,3.86,6.73,96.9,1.3,No,82,83,77,72,79,B
John Garcia,25,Male,Business,Suburban,High School,No,Yes,No,No,3.35,6.9,66.8,4.8,No,78,58,67,65,67,C
Christopher Hill,22,Male,Humanities,Suburban,Master,No,Yes,No,Yes,0.5,7.34,79.1,2.9,No,63,59,67,80,67,C
Elizabeth Jones,24,Female,STEM,Suburban,Master,No,Yes,No,Yes,3.34,7.32,86.3,7.8,Yes,75,73,62,54,66,C
Elizabeth Moore,22,Female,STEM,Suburban,High School,No,No,No,Yes,3.51,5.28,86.5,6.7,Yes,69,50,56,53,57,C
Michelle Nguyen,24,Female,STEM,Rural,Bachelor,No,No,Yes,Yes,4.94,8.54,94.1,2.0,No,100,77,72,74,81,B
Emily Lee,25,Female,STEM,Urban,Bachelor,Yes,Yes,Yes,Yes,3.53,7.15,76.6,5.0,No,82,80,72,63,74,B
Matthew Hill,20,Male,Arts,Rural,Bachelor,Yes,No,No,Yes,3.38,6.76,79.3,4.9,Yes,66,53,79,73,68,C
Steven Jackson,21,Male,Business,Urban,Master,No,No,Yes,Yes,5.84,7.52,69.0,2.6,No,92,88,84,86,88,A
Sandra Allen,19,Female,Business,Suburban,PhD,No,No,No,Yes,4.73,7.28,77.4,5.9,Yes,78,66,90,75,77,B
Joshua Ramirez,23,Male,Business,Urban,High School,No,No,No,Yes,3.15,7.92,71.8,2.8,Yes,71,69,73,64,69,C
Michael Davis,19,Male,Arts,Urban,Bachelor,No,No,No,Yes,2.72,7.65,50.0,2.6,No,49,59,75,68,63,C
Emily Wilson,20,Female,Humanities,Suburban,Bachelor,No,No,No,Yes,5.3,7.86,87.3,2.4,No,78,75,81,78,78,B
Margaret Lewis,23,Female,Arts,Urban,Bachelor,No,No,No,Yes,7.95,8.62,68.7,1.6,No,69,71,89,80,77,B
Jessica Clark,22,Female,Humanities,Suburban,Bachelor,No,Yes,No,Yes,5.56,8.06,85.8,5.0,No,66,76,83,78,76,B
Nancy Robinson,25,Female,Business,Rural,High School,No,No,No,Yes,1.84,6.81,78.8,2.5,No,68,70,70,65,68,C
Betty Clark,25,Female,STEM,Urban,Bachelor,No,No,Yes,Yes,7.88,5.65,89.1,5.0,Yes,81,92,89,68,83,B
Linda Lee,18,Female,Business,Suburban,Bachelor,No,No,No,Yes,2.36,9.0,93.6,1.0,No,67,68,79,66,70,B
Margaret Lee,20,Female,STEM,Suburban,High School,No,Yes,No,Yes,1.99,6.71,78.8,6.1,No,60,65,61,54,60,C
Sarah White,20,Female,Business,Suburban,Master,No,No,No,Yes,6.22,6.43,89.6,2.7,No,89,84,87,77,84,B
William Walker,21,Male,STEM,Urban,Master,Yes,No,Yes,Yes,2.09,4.92,87.0,3.8,No,78,68,58,60,66,C
Jennifer Garcia,19,Female,STEM,Urban,Bachelor,No,No,No,Yes,3.73,7.41,94.4,2.8,No,80,78,83,83,81,B
John Garcia,20,Male,Humanities,Urban,High School,No,No,Yes,Yes,8.13,7.18,63.4,2.8,No,72,75,87,94,82,B
Margaret Miller,20,Female,STEM,Urban,Bachelor,Yes,No,No,Yes,0.82,5.18,83.1,4.5,No,69,51,57,44,55,C
Daniel Rodriguez,22,Male,Humanities,Urban,High School,Yes,Yes,No,Yes,10.54,7.54,89.4,5.4,No,91,83,90,94,90,A
Emily Brown,22,Female,STEM,Suburban,High School,No,Yes,No,No,0.5,6.4,84.4,5.6,No,54,59,55,40,52,D
Donna Scott,23,Female,Business,Rural,Bachelor,No,No,No,Yes,4.82,10.23,86.7,1.2,No,81,74,65,64,71,B
Paul Perez,24,Male,Business,Rural,High School,No,No,No,Yes,1.6,6.32,86.9,3.2,No,76,67,64,65,68,C
Michael Clark,24,Male,Arts,Suburban,High School,No,Yes,No,Yes,3.04,6.48,92.1,4.5,No,77,63,70,72,71,B
Daniel Ramirez,18,Male,STEM,Urban,High School,No,No,No,Yes,7.29,5.95,90.3,4.2,Yes,84,79,75,62,75,B
Patricia Jackson,24,Female,STEM,Urban,High School,No,Yes,No,Yes,4.4,8.53,89.7,6.4,Yes,71,79,55,69,69,C
Michelle Martin,21,Female,STEM,Urban,High School,No,No,No,Yes,1.63,6.55,66.4,4.2,No,52,54,53,56,54,D
Daniel Miller,18,Male,STEM,Urban,PhD,No,Yes,Yes,Yes,5.71,6.13,99.4,4.1,No,100,92,79,81,88,A
Andrew Allen,23,Male,Business,Suburban,High School,No,Yes,No,Yes,2.39,7.85,53.2,3.8,No,59,59,57,59,59,C
Richard Martinez,22,Male,Humanities,Suburban,High School,No,Yes,Yes,No,0.5,5.34,67.4,9.4,Yes,37,33,45,45,40,D
Donald Anderson,24,Male,Humanities,Urban,High School,No,Yes,Yes,Yes,6.68,7.75,87.7,5.2,Yes,81,64,86,82,78,B
Linda Thompson,19,Female,Business,Urban,Master,No,No,No,Yes,12.47,9.14,91.0,1.0,No,100,92,99,83,94,A
Paul White,22,Male,Business,Rural,Bachelor,No,Yes,No,Yes,2.42,7.68,73.1,3.5,No,76,55,60,56,62,C
Linda Moore,25,Female,Business,Suburban,Bachelor,No,No,No,Yes,3.3,7.77,73.5,1.6,No,76,73,58,77,71,B
Donna Anderson,21,Female,STEM,Urban,Master,No,No,Yes,Yes,3.26,8.04,73.0,3.0,No,83,72,72,76,76,B
Margaret Scott,22,Female,Humanities,Rural,Bachelor,Yes,Yes,Yes,Yes,4.75,9.05,83.6,3.3,No,77,80,78,84,80,B
Joshua Flores,21,Male,Business,Rural,High School,No,Yes,Yes,Yes,5.06,8.45,90.6,3.6,No,76,84,85,91,84,B
Emily Johnson,21,Female,Business,Urban,High School,No,Yes,Yes,Yes,2.11,7.53,82.9,5.5,No,67,59,69,72,67,C
Michelle Moore,21,Female,STEM,Urban,Bachelor,No,No,Yes,Yes,9.03,8.08,75.7,1.3,No,94,97,84,82,89,A
James Lopez,23,Male,Arts,Suburban,High School,No,Yes,No,Yes,4.4,5.94,93.4,5.5,No,56,62,73,72,66,C
Sarah Martin,21,Female,Arts,Rural,Bachelor,No,Yes,No,Yes,2.05,7.93,79.1,5.6,No,62,70,65,65,66,C
Christopher Thompson,21,Male,Humanities,Rural,High School,No,No,Yes,Yes,4.9,5.79,74.1,3.0,No,61,67,74,79,70,B
Mary Lopez,25,Female,Arts,Urban,Bachelor,No,No,No,No,2.23,6.56,90.0,4.0,No,63,45,73,65,62,C
Elizabeth Torres,19,Female,Arts,Urban,High School,No,No,No,No,6.03,3.3,93.2,4.0,No,43,37,57,53,48,D
Matthew Jones,18,Male,Humanities,Suburban,High School,No,No,Yes,Yes,2.32,7.48,91.0,3.8,No,69,70,73,74,72,B
Elizabeth Johnson,20,Female,STEM,Suburban,Bachelor,No,Yes,No,Yes,1.57,6.23,91.8,3.9,No,75,66,70,58,67,C
Jennifer King,25,Female,Arts,Urban,Master,No,No,Yes,Yes,5.08,8.33,68.6,1.0,No,74,87,84,85,83,B
Susan Harris,18,Female,STEM,Rural,Bachelor,Yes,Yes,Yes,Yes,7.8,7.47,71.3,3.4,No,100,100,81,77,90,A
Margaret Robinson,21,Female,Business,Suburban,Bachelor,No,Yes,No,No,3.35,8.35,66.0,3.3,No,67,70,66,62,66,C
Christopher Hernandez,19,Male,Humanities,Rural,High School,No,No,Yes,Yes,2.46,5.7,70.5,3.3,No,56,62,69,63,63,C
Lisa Martin,22,Female,STEM,Rural,High School,No,Yes,No,Yes,3.33,8.25,68.4,3.9,No,66,60,58,66,63,C
Christopher Torres,19,Male,Humanities,Suburban,High School,No,No,No,Yes,5.61,9.53,60.5,2.3,No,69,65,75,71,70,B
Michelle Garcia,25,Female,STEM,Suburban,High School,No,Yes,No,Yes,5.69,7.92,71.8,3.6,No,84,81,81,67,78,B
Robert Martinez,21,Male,Humanities,Suburban,High School,No,No,No,Yes,4.06,7.95,99.7,2.0,No,79,76,88,71,79,B
David Flores,19,Male,Business,Urban,High School,No,Yes,No,Yes,0.55,7.2,71.8,4.7,No,64,52,55,44,54,D
Robert Garcia,24,Male,Humanities,Suburban,Master,No,No,No,Yes,13.31,6.37,56.5,1.2,No,82,82,89,88,85,A
Sarah Lewis,19,Female,STEM,Urban,High School,No,No,No,Yes,4.92,7.91,87.4,4.2,Yes,83,85,71,75,79,B
Margaret Young,21,Female,Humanities,Suburban,Bachelor,No,Yes,No,Yes,0.5,5.19,91.9,4.5,No,48,48,51,47,49,D
Michelle Lewis,23,Female,Business,Urban,Bachelor,No,No,Yes,Yes,4.04,6.5,64.9,3.2,No,87,76,68,70,75,B
Anthony Moore,24,Male,STEM,Urban,Bachelor,No,No,Yes,Yes,3.06,4.87,81.7,3.5,No,68,67,57,60,63,C
Richard Allen,19,Male,Humanities,Urban,Bachelor,No,No,No,Yes,7.84,6.16,86.6,6.0,Yes,76,73,83,82,79,B
Michael Thompson,20,Male,STEM,Urban,High School,No,Yes,No,Yes,3.42,7.77,90.8,3.1,No,84,81,69,66,75,B
Margaret Davis,20,Female,Humanities,Suburban,High School,No,No,No,No,3.43,7.61,86.1,2.4,No,66,61,80,69,69,C
Charles Nguyen,19,Male,STEM,Suburban,Bachelor,No,No,No,Yes,6.99,7.06,69.2,4.0,No,81,87,67,62,74,B
Donald King,23,Male,Business,Suburban,Master,No,No,Yes,No,4.66,7.2,61.5,2.1,No,79,61,71,76,72,B
Karen Williams,22,Female,Arts,Urban,High School,No,No,Yes,Yes,3.99,4.74,70.3,6.2,Yes,48,60,54,59,55,C
Jessica Sanchez,21,Female,STEM,Urban,High School,Yes,No,No,Yes,2.64,6.55,76.8,2.4,No,79,70,74,68,73,B
Joshua Brown,20,Male,STEM,Urban,Master,No,No,No,Yes,3.16,6.18,83.8,4.9,Yes,66,75,68,60,67,C
James Wilson,22,Male,STEM,Urban,High School,No,No,No,Yes,11.23,6.21,92.5,3.5,No,83,94,94,76,87,A
Charles Wilson,19,Male,Arts,Rural,Bachelor,No,No,Yes,No,6.82,7.72,80.7,2.4,No,80,70,89,90,82,B
Elizabeth Taylor,25,Female,STEM,Urban,Bachelor,No,No,No,Yes,1.19,5.97,82.0,3.9,No,65,63,61,67,64,C
Charles Lee,22,Male,Business,Urban,High School,No,Yes,Yes,Yes,0.71,6.27,69.7,3.9,No,62,52,59,70,61,C
Linda Smith,24,Female,STEM,Urban,Bachelor,No,No,Yes,No,2.0,4.5,84.5,4.6,No,57,53,43,37,48,D
Ashley Ramirez,18,Female,STEM,Urban,Bachelor,No,No,No,Yes,4.26,6.65,69.2,4.0,No,78,80,64,65,72,B
Barbara Rodriguez,20,Female,Business,Suburban,High School,No,Yes,No,Yes,2.02,5.69,83.1,6.2,No,53,55,63,51,56,C
Matthew Wright,19,Male,STEM,Suburban,Bachelor,No,No,Yes,Yes,8.66,7.1,95.1,5.3,Yes,100,89,84,85,90,A
Joseph Allen,25,Male,Humanities,Urban,Master,No,Yes,No,Yes,2.84,5.86,97.7,4.2,No,64,64,68,84,70,B
Paul Thompson,21,Male,Humanities,Urban,Bachelor,Yes,No,No,Yes,10.63,7.13,96.4,2.2,No,86,91,100,99,94,A
Jennifer Sanchez,25,Female,Business,Urban,High School,No,No,No,Yes,3.93,6.83,63.7,3.6,No,69,72,64,77,71,B
Robert Ramirez,23,Male,Business,Urban,Bachelor,No,No,Yes,Yes,11.84,9.01,80.5,1.0,No,91,79,96,100,92,A
Mary Robinson,24,Female,Humanities,Urban,Bachelor,No,Yes,Yes,Yes,2.6,7.6,98.6,3.6,No,58,69,85,83,74,B
John Lee,19,Male,STEM,Rural,Master,No,Yes,Yes,Yes,3.92,4.79,78.0,6.1,No,70,64,56,57,62,C
Donna Ramirez,21,Female,STEM,Suburban,Bachelor,No,No,Yes,Yes,6.74,5.48,97.1,6.4,Yes,75,82,69,67,73,B
Donna Sanchez,23,Female,STEM,Suburban,High School,No,No,Yes,Yes,6.23,7.07,57.4,1.4,No,86,73,72,85,79,B
Margaret Jackson,23,Female,Business,Suburban,Bachelor,No,Yes,Yes,Yes,0.5,5.88,95.9,6.1,No,55,63,62,52,58,C
Linda Sanchez,19,Female,STEM,Suburban,Bachelor,No,No,No,Yes,4.31,3.44,70.2,4.5,No,40,49,51,38,45,D
James Lee,24,Male,Business,Suburban,High School,No,No,No,Yes,3.21,8.62,88.4,5.6,Yes,69,69,71,53,66,C
David Flores,22,Male,Humanities,Suburban,Bachelor,No,Yes,Yes,Yes,1.08,7.86,93.0,4.1,No,63,72,74,58,67,C
Sandra White,22,Female,Humanities,Suburban,High School,No,Yes,Yes,Yes,2.66,7.63,85.2,5.0,No,67,63,65,66,65,C
John Ramirez,23,Male,Arts,Urban,Bachelor,Yes,No,Yes,Yes,3.49,6.27,85.6,6.5,Yes,70,64,75,77,72,B
Linda Thomas,22,Female,STEM,Suburban,High School,No,Yes,No,Yes,2.89,7.51,81.3,6.7,Yes,66,71,60,52,62,C
Anthony Nguyen,18,Male,Humanities,Suburban,Bachelor,No,Yes,Yes,Yes,1.12,6.15,77.7,5.3,No,53,59,67,66,61,C
Matthew King,23,Male,Business,Rural,Master,No,No,Yes,Yes,2.55,7.25,57.7,5.1,Yes,83,69,77,64,73,B
John Sanchez,23,Male,STEM,Suburban,Master,Yes,No,No,Yes,8.37,5.9,67.3,4.1,No,90,86,82,74,83,B
Karen Perez,21,Female,STEM,Suburban,Master,No,No,No,Yes,9.13,8.82,78.1,1.4,No,94,94,81,96,91,A
Joseph Perez,22,Male,Humanities,Urban,PhD,No,Yes,No,Yes,6.05,5.12,79.4,4.2,No,62,62,82,75,70,B
David Jones,24,Male,Business,Suburban,High School,No,Yes,No,Yes,2.14,8.48,90.7,6.1,Yes,64,53,69,63,62,C
Kimberly Davis,23,Female,Humanities,Urban,Bachelor,No,No,No,Yes,3.33,7.05,80.2,3.2,No,64,70,67,74,69,C
Kimberly Allen,25,Female,Humanities,Urban,Bachelor,No,Yes,No,Yes,0.5,6.41,96.5,5.9,No,53,47,53,61,54,D
Richard Thompson,24,Male,Business,Urban,Master,No,No,No,Yes,3.39,7.2,67.6,4.4,Yes,78,74,70,71,73,B
Daniel Martinez,18,Male,Arts,Suburban,High School,Yes,No,Yes,Yes,3.93,7.88,77.2,4.1,No,71,78,81,70,75,B
Joseph Miller,21,Male,Arts,Urban,PhD,No,No,Yes,Yes,8.42,8.64,91.7,1.9,No,81,79,95,94,87,A
William Taylor,19,Male,STEM,Urban,Bachelor,No,No,Yes,Yes,2.7,7.38,78.8,3.4,No,77,80,73,65,74,B
Richard Lopez,24,Male,Arts,Rural,Master,No,Yes,No,Yes,6.97,5.93,90.4,4.4,No,71,73,91,81,79,B
Michelle Martinez,23,Female,Business,Urban,High School,No,No,No,Yes,1.58,7.07,79.4,3.4,No,66,58,65,56,61,C
Jennifer Lopez,18,Female,Business,Suburban,High School,Yes,Yes,Yes,Yes,3.52,9.18,87.4,6.1,Yes,69,72,68,65,69,C
Ashley Robinson,20,Female,Humanities,Suburban,Master,No,No,No,Yes,6.54,8.62,88.7,2.8,No,81,73,94,85,83,B
Andrew Nguyen,18,Male,Arts,Urban,High School,No,No,Yes,Yes,3.03,8.09,89.5,2.7,No,58,59,88,71,69,C
Sandra Torres,18,Female,Business,Suburban,Master,No,Yes,Yes,Yes,1.11,7.95,96.0,5.2,No,77,60,81,79,74,B
Joshua Lee,21,Male,Business,Urban,High School,No,No,No,Yes,6.4,7.84,40.5,2.0,No,64,61,79,71,69,C
Christopher Martinez,19,Male,Business,Suburban,Bachelor,No,No,Yes,Yes,4.21,8.39,88.5,2.6,No,87,71,94,75,82,B
Mark Jones,20,Male,Business,Suburban,Bachelor,No,No,No,Yes,13.72,6.45,90.9,1.1,No,91,88,91,99,92,A
Ashley Lewis,22,Female,STEM,Suburban,Bachelor,No,Yes,No,Yes,5.61,5.37,97.7,5.9,No,72,79,64,61,69,C
Charles Moore,22,Male,Arts,Suburban,Bachelor,Yes,No,Yes,Yes,7.43,7.08,54.1,4.3,Yes,60,79,97,80,79,B
Donna Brown,24,Female,STEM,Urban,High School,No,No,No,Yes,0.69,6.02,70.1,3.6,No,49,63,41,57,53,D
Daniel Allen,18,Male,Arts,Urban,High School,Yes,No,Yes,No,2.74,5.73,81.8,3.4,No,53,55,74,64,62,C
Jennifer Martin,25,Female,Arts,Suburban,High School,No,No,No,Yes,1.98,6.14,63.6,5.9,Yes,45,54,46,69,54,D
Sandra Lewis,21,Female,Business,Suburban,Bachelor,No,Yes,No,Yes,0.5,9.98,90.1,6.9,Yes,50,37,44,51,46,D
Robert Brown,25,Male,Humanities,Rural,Bachelor,No,No,No,Yes,4.03,7.16,63.5,2.7,No,69,74,73,79,74,B
Lisa Jackson,21,Female,Business,Rural,Bachelor,No,No,Yes,Yes,6.32,7.43,60.8,6.1,Yes,81,75,85,67,77,B
Jennifer Garcia,22,Female,Business,Rural,Bachelor,No,No,No,Yes,2.27,5.53,53.6,3.2,No,59,51,60,59,57,C
Joshua Hill,24,Male,Arts,Suburban,Bachelor,No,No,No,Yes,1.07,4.79,94.0,4.5,No,36,55,50,53,49,D
Steven Harris,24,Male,Business,Urban,Bachelor,No,Yes,Yes,Yes,0.69,6.02,72.3,4.8,No,68,57,63,48,59,C
Mark Nguyen,24,Male,STEM,Suburban,High School,No,No,No,Yes,3.76,8.73,62.0,2.7,No,65,77,59,58,65,C
Paul Williams,20,Male,STEM,Suburban,High School,No,Yes,Yes,Yes,2.18,7.4,66.2,7.1,Yes,73,61,61,57,63,C
Mark Torres,19,Male,Arts,Urban,PhD,No,No,No,Yes,4.94,7.72,97.7,2.4,No,74,75,88,82,80,B
Susan Lee,20,Female,Arts,Rural,Master,No,No,Yes,Yes,6.8,7.89,82.7,3.2,No,78,75,99,88,85,A
Michelle Walker,23,Female,STEM,Rural,High School,No,Yes,Yes,Yes,2.83,6.29,85.3,4.4,No,68,73,63,69,68,C
Kimberly Martinez,23,Female,STEM,Suburban,Bachelor,No,No,No,Yes,6.5,8.67,65.8,2.4,No,80,80,80,73,78,B
Robert Lewis,25,Male,STEM,Urban,Master,No,Yes,No,Yes,2.07,6.24,78.1,4.5,No,81,79,57,66,71,B
Michael Perez,19,Male,Humanities,Urban,Bachelor,Yes,Yes,Yes,Yes,1.36,8.69,49.4,4.3,No,67,67,74,74,71,B
Jennifer Allen,22,Female,STEM,Rural,High School,No,No,No,Yes,5.62,7.53,64.5,1.6,No,79,76,69,59,71,B
Barbara Williams,19,Female,Arts,Rural,High School,No,No,Yes,No,4.8,4.85,78.6,5.7,Yes,59,52,72,54,59,C
Joseph Lewis,21,Male,STEM,Urban,Bachelor,No,Yes,No,Yes,8.27,6.1,79.9,4.2,No,92,82,67,82,81,B
Sandra King,23,Female,Business,Urban,PhD,No,No,No,Yes,3.31,4.86,80.0,5.4,No,71,60,65,61,64,C
Steven Flores,18,Male,STEM,Rural,Bachelor,No,No,No,Yes,5.68,8.4,75.4,2.3,No,84,79,70,82,79,B
David White,18,Male,STEM,Urban,High School,No,No,Yes,Yes,2.82,6.97,72.0,4.5,No,90,83,67,61,75,B
Daniel Jackson,22,Male,Arts,Suburban,High School,Yes,No,No,Yes,2.64,4.33,81.5,6.9,Yes,40,43,52,66,50,D
Betty Clark,21,Female,STEM,Rural,Master,No,Yes,Yes,Yes,5.86,7.45,76.7,6.2,Yes,97,90,69,78,84,B
Christopher Hill,25,Male,STEM,Urban,Master,No,No,Yes,No,5.28,6.36,66.8,4.3,No,78,66,71,62,69,C
Robert Perez,20,Male,STEM,Suburban,Bachelor,No,No,No,Yes,4.76,5.22,96.7,3.9,No,70,74,63,64,68,C
John Perez,21,Male,STEM,Urban,Bachelor,No,No,No,Yes,2.95,9.01,78.4,1.8,No,74,63,74,57,67,C
Michael Scott,18,Male,STEM,Urban,High School,No,No,Yes,Yes,3.06,7.13,96.5,3.5,No,75,79,70,78,76,B
Matthew Jackson,18,Male,STEM,Rural,Master,No,No,No,Yes,2.94,6.65,82.9,3.1,No,80,82,70,68,75,B
Thomas Hill,25,Male,Humanities,Suburban,Master,No,Yes,Yes,Yes,3.87,6.52,94.5,5.6,Yes,73,59,82,90,76,B
Elizabeth Perez,23,Female,Business,Rural,High School,Yes,No,No,Yes,2.16,5.18,40.0,7.3,Yes,75,39,54,43,53,D
John Nguyen,21,Male,Arts,Suburban,Bachelor,No,Yes,No,Yes,2.3,5.43,67.2,6.3,No,61,43,64,50,55,C
William Thompson,21,Male,STEM,Urban,High School,No,Yes,Yes,Yes,4.07,8.54,88.3,7.8,Yes,73,75,72,57,69,C
Karen Sanchez,18,Female,Humanities,Urban,High School,No,No,No,Yes,1.23,6.43,86.3,6.5,Yes,57,53,64,69,61,C
William Hill,20,Male,Arts,Urban,High School,No,No,No,Yes,15.0,7.03,98.8,3.6,Yes,74,91,98,100,91,A
John Martin,22,Male,STEM,Urban,High School,No,No,No,Yes,2.61,4.55,82.1,7.4,Yes,55,52,43,50,50,D
Paul Harris,24,Male,Business,Urban,High School,No,No,No,Yes,3.86,5.42,73.0,4.3,No,72,55,58,63,62,C
Nancy Rodriguez,22,Female,STEM,Urban,Bachelor,No,Yes,No,Yes,3.72,7.73,66.8,5.6,No,65,66,58,60,62,C
Kimberly Garcia,21,Female,STEM,Suburban,Bachelor,No,Yes,Yes,Yes,0.99,7.45,65.4,7.2,Yes,56,52,49,58,54,D
Anthony Allen,22,Male,Arts,Suburban,Bachelor,No,No,No,No,3.12,9.1,86.0,4.7,Yes,48,56,80,66,63,C
Daniel Johnson,18,Male,Humanities,Suburban,High School,Yes,No,No,Yes,7.29,8.61,89.7,3.8,Yes,78,70,100,86,84,B
Lisa Martin,18,Female,Arts,Suburban,High School,No,Yes,Yes,Yes,3.78,6.72,72.5,5.1,No,59,72,74,73,70,B
David Wilson,25,Male,Business,Urban,Bachelor,Yes,Yes,No,Yes,2.15,7.57,78.2,3.3,No,74,67,78,72,73,B
Christopher Young,21,Male,Humanities,Urban,Bachelor,Yes,No,No,Yes,4.11,6.62,93.8,3.8,No,69,68,82,77,74,B
Richard Anderson,25,Male,STEM,Suburban,High School,No,No,Yes,No,4.45,9.47,63.9,2.4,No,60,72,67,65,66,C
